Avg. Area Income;Avg. Area Number of Rooms;Avg. Area Number of Bedrooms;Area Population;Price
5.912.412.487.855.770;8.016.993.185.161.070;4.49;3.644.299.498.256.360;14.723.376.992.163.100
Turnerton;;;;
55.383.023.776.905.700;8.120.947.999.619.910;5.48;3.610.636.885.705.100;11.302.212.976.257.100
Glennport;;;;
5.251.284.234.471.120;6.219.345.209.843.110;3.35;25.943.077.603.468.000;9.074.624.512.020.180
Estesland;;;;
7.705.018.055.768.280;59.483.920.944.663.300;4.05;47.171.910.300.609.500;15.818.174.067.967.100
Shirleyborough;;;;
7.326.790.029.109.760;7.384.763.646.325.800;4.48;4.467.446.711.336.020;14.415.768.467.606.500
Sharpborough;;;;
58.585.096.019.171.100;56.137.524.429.225.300;3.36;28.026.782.883.795.900;8.202.503.894.658.080
New Cynthiamouth;;;;
7.277.016.685.595.050;63.876.937.404.859.200;4.05;213.570.365.293.515;12.934.617.978.863.800
Port Kimberly;;;;
7.020.360.017.692.930;5.573.351.069.287.430;3.1;40.588.573.105.287.600;12.881.226.243.460.500
New Traci;;;;
7.584.148.726.093.690;6.048.691.881.169.560;2.09;4.864.180.172.229.320;1.361.007.561.847.110
"DPO AP 02784""";;;;
7.367.940.405.854.090;56.617.595.091.426.200;4.33;427.342.432.838.673;10.844.270.929.103.100
Lake Jeremy;;;;
7.292.896.580.940.750;6.114.027.235.581.550;2.46;3.872.804.346.170.680;16.380.945.378.479.600
South Christopherside;;;;
6.444.881.993.659.120;7.773.270.475.028.060;6.09;21.240.152.899.528.000;11.974.373.440.681.100
North Megan;;;;
5.265.265.233.564.080;7.217.268.471.783.120;4.06;3.477.658.590.650.390;928.210.761.532.312
Jeffreyshire;;;;
7.848.222.889.344.790;6.641.954.184.538.060;3.33;28.452.314.843.013.100;13.676.199.234.428.800
Taylortown;;;;
6.839.836.246.469.940;6.861.369.597.506.270;2.37;49.548.718.785.753.000;14.864.013.205.096.900
Kerrbury;;;;
7.392.163.556.165.790;58.807.532.343.071.900;2.04;3.626.923.295.390.630;15.555.103.797.599.000
Brownburgh;;;;
7.116.238.124.480.440;72.239.214.506.209.900;3.4;3.913.455.477.485.720;14.342.403.558.561.000
Paulport;;;;
6.126.967.441.428.630;7.724.147.820.584.940;5.12;36.337.755.248.546.100;9.817.850.591.534.550
East Sabrina;;;;
7.517.500.475.810.410;5.614.777.225.168.930;4.13;2.594.371.399.839.470;10.054.314.512.338.100
Jameschester;;;;
7.128.651.244.729.890;7.357.500.686.462.370;4.2;364.119.740.916.696;13.460.496.558.665.000
New Kristen;;;;
52.190.967.952.943.400;6.321.704.335.702.720;2.06;39.309.464.259.172.700;9.423.970.664.762.190
East Christinafurt;;;;
8.405.443.440.392.380;6.341.021.453.631.610;3.04;38.712.707.743.076.400;18.127.659.573.904.200
Simsport;;;;
6.901.758.124.576.930;6.504.090.907.327.940;4.37;27.751.985.131.806.500;9.815.598.116.783.190
Loriview;;;;
8.149.049.040.674.030;8.708.421.217.819.820;5.35;5.592.808.703.546.800;19.145.095.209.888.000
Santoschester;;;;
6.927.377.543.120.210;7.284.399.324.699.220;5.44;42.086.789.005.717.000;10.343.667.777.318.200
East Donaldfurt;;;;
8.710.651.379.693.960;7.257.371.803.467.250;6.34;4.410.219.972.955.650;179.522.273.568.574
Vincentmouth;;;;
5.982.135.629.050.550;5.330.953.290.664.880;3.41;5.422.365.565.495.030;9.654.918.697.951.130
East Catherinefort;;;;
6.951.784.436.893.450;9.115.588.252.206.200;4.01;3.973.975.719.090.010;1.384.802.464.205.420
North Bettymouth;;;;
9.535.818.055.081.630;6.611.755.918.447.130;2.02;4.975.912.781.108.080;19.028.145.267.963.200
North Tiffany;;;;
4.554.664.340.757.570;8.698.535.841.185.090;5.22;3.481.067.951.323.080;92.383.033.486.809
North Derrickmouth;;;;
6.966.407.576.452.770;5.945.618.540.897.610;2.0;3.701.299.343.370.270;10.746.468.653.873.300
Marcuschester;;;;
6.522.112.655.640.480;7.844.857.973.817.010;5.44;3.475.293.825.023.710;10.692.923.268.591.400
Gabrielmouth;;;;
7.445.282.103.017.720;5.456.042.406.756.650;4.4;37.298.071.476.047.200;10.656.791.208.029.800
Lake Savannahfort;;;;
6.104.628.866.100.010;4.696.139.827.911.330;4.49;4.027.789.925.276.970;8.556.671.793.027.750
Tammyburgh;;;;
6.653.759.486.820.870;65.987.932.115.123.900;3.48;3.926.501.197.037.750;9.854.622.454.604.380
East Sharon;;;;
6.467.575.114.172.490;5.527.813.260.365.960;4.38;3.637.648.857.396.270;6.642.989.713.057.820
Brownville;;;;
56.586.129.988.001.300;8.062.721.575.421.340;5.19;1.954.090.757.383.440;6.037.147.885.821.960
Anthonymouth;;;;
6.614.899.082.473.620;687.253.996.800.482;3.16;38.903.198.263.071.800;13.001.339.667.015.500
North Shannonside;;;;
6.271.462.369.135.870;7.365.242.715.162.330;4.17;40.082.663.105.865.200;10.953.917.986.012.500
Edwardschester;;;;
7.349.059.998.047.860;6.578.461.831.284.290;2.06;52.452.079.104.476.800;13.577.979.095.238.800
Julieview;;;;
51.858.904.277.678.100;7.230.377.999.165.630;3.45;28.593.879.678.942.000;7.307.394.189.500.830
"DPO AP 75022-1625""";;;;
6.748.141.473.755.350;8.136.066.909.827.820;6.26;18.846.254.493.983;1.115.627.780.349.520
Port Angel;;;;
7.449.767.307.720.630;8.142.657.828.317.710;4.01;2.816.045.753.523.580;12.047.530.020.550.100
Andersonfurt;;;;
7.007.350.299.253.470;7.222.302.023.818.640;5.14;40.109.829.547.786.500;14.415.268.367.587.900
Amandafurt;;;;
8.645.898.085.613.900;8.280.668.940.285.670;6.27;22.321.435.160.801.800;13.367.433.833.950.300
Alecfurt;;;;
56.894.402.240.651.700;6.252.545.270.636.290;3.1;3.247.866.494.234.770;7.427.052.666.649.320
Port Nicholas;;;;
5.815.322.929.612.290;6.751.950.547.259.320;3.39;4.575.653.195.149.890;11.504.389.494.932.400
East Lauren;;;;
8.455.663.626.506.320;67.234.123.474.511.400;2.42;31.797.317.444.101.500;13.268.466.987.356.900
Erinborough;;;;
8.273.298.111.408.110;61.984.763.652.542.500;3.49;4.113.652.722.099.730;12.526.636.213.763.200
North Philip;;;;
6.569.405.126.503.360;6.704.929.106.322.010;3.14;4.340.671.203.013.220;13.597.626.936.754.000
"APO AA 82431-2879""";;;;
7.606.135.070.947.390;75.460.659.905.166.700;6.3;4.087.696.459.463.670;1.778.013.334.007.150
Gonzalezfort;;;;
6.693.547.507.577.440;8.513.825.560.276.440;5.47;1.757.361.709.761.250;1.109.059.053.626.800
South Jennifer;;;;
7.314.851.334.204.620;4.595.996.065.830.640;4.39;40.372.165.669.788.500;1.038.939.523.246.860
Ryanstad;;;;
7.796.122.193.450.340;6.400.131.740.541.240;2.33;23.334.680.278.995.500;10.037.010.495.827.400
East Michelle;;;;
6.055.324.399.681.600;7.315.695.461.099.710;6.43;3.727.788.701.598.080;10.868.292.456.326.800
Baldwinfurt;;;;
7.950.039.894.566.810;6.160.047.887.139.220;3.29;32.069.117.412.673.400;17.279.829.870.259.900
Colleenfort;;;;
6.323.710.994.875.620;908.657.346.564.809;5.17;33.805.578.560.482.800;11.331.399.261.763.200
Lake Stacy;;;;
7.134.872.651.800.100;6.766.797.875.602.090;3.45;3.440.594.764.339.910;14.607.586.262.644.300
Averyview;;;;
7.565.477.701.606.150;6.501.047.493.209.390;3.15;49.451.178.540.510.800;19.007.892.370.148.400
Josephtown;;;;
8.353.926.859.001.990;7.101.149.399.682.930;6.13;3.767.656.472.030.710;11.577.594.645.471.900
West Teresa;;;;
8.571.968.813.426.780;61.412.045.248.240.800;4.24;38.030.224.238.070.300;16.030.752.366.169.500
Alexhaven;;;;
7.557.104.402.327.170;7.318.214.495.114.220;4.44;339.884.358.588.443;12.182.640.208.623.300
Cynthiaville;;;;
57.227.324.037.101.500;8.324.158.846.640.980;4.27;20.744.004.761.794.300;10.020.233.582.174.400
North Carolville;;;;
59.256.072.946.380.700;4.964.948.322.464.780;3.44;32.695.183.322.092.500;7.420.160.551.722.900
Lake Christymouth;;;;
6.497.566.282.980.240;6.710.463.797.195.420;4.14;3.697.505.217.258.600;1.023.862.983.752.330
Lake Samuel;;;;
65.310.431.116.365.100;7.864.664.256.827.100;4.02;4.067.755.052.823.110;1.578.136.165.302.620
"APO AA 00593""";;;;
6.112.726.518.033.520;8.150.426.882.605.910;6.34;31.396.355.014.603.800;11.210.931.745.067.600
Josephborough;;;;
6.705.544.683.876.180;4.621.370.129.145.920;2.18;320.349.806.424.199;8.938.020.888.455.650
East Richard;;;;
7.104.331.324.903.700;60.958.615.223.120.800;3.34;20.763.604.136.923.600;9.551.656.126.001.590
North Anthony;;;;
5.783.874.462.834.470;793.294.710.382.264;3.45;37.771.433.260.578.400;5.899.696.429.279.250
Deanside;;;;
48.144.053.206.453.100;8.419.111.937.708.890;4.48;234.653.829.806.052;763.874.064.468.313
Edwardsfurt;;;;
6.795.240.463.758.100;63.723.987.966.001.100;3.19;5.878.222.226.851.400;1.513.223.534.863.400
"DPO AA 68055-8799""";;;;
6.846.721.724.900.350;8.561.796.629.203.780;4.38;46.594.487.359.456.900;10.363.382.390.135.200
Fullermouth;;;;
6.676.789.811.345.840;6.887.956.036.752.460;2.03;46.125.224.206.599.400;10.757.235.099.143.800
Fergusonbury;;;;
771.354.666.616.023;698.417.078.020.893;2.44;3.277.968.791.039.240;10.867.086.610.426.000
North Thomas;;;;
64.916.095.130.334.800;846.098.308.211.651;3.4;3.931.551.149.216.180;13.812.728.805.665.900
Millerton;;;;
5.034.376.351.775.450;516.023.950.447.391;4.35;2.744.587.673.939.910;6.918.549.210.270.020
Bernardfort;;;;
62.036.631.129.886.800;7.911.090.901.522.850;3.02;14.790.215.770.272.400;8.623.767.533.414.430
South Stevenfort;;;;
594.678.573.767.641;7.427.763.730.788.810;6.0;364.364.923.262.612;6.674.282.537.163.100
Port Jesus;;;;
5.530.691.146.521.410;6.693.980.073.791.420;2.06;3.244.699.906.870.660;6.242.449.443.876.410
South Stacie;;;;
7.602.794.492.928.980;8.032.013.780.914.220;4.23;37.462.222.834.402.800;12.823.654.620.236.700
Turnerville;;;;
6.331.704.758.881.900;6.828.565.661.401.710;3.02;4.352.395.175.235.420;14.790.632.137.821.900
New Angelica;;;;
7.114.650.804.144.400;6.708.209.554.512.070;4.38;4.296.861.861.956.660;1.342.067.961.421.090
Valerieport;;;;
709.504.299.867.153;7.031.462.634.293.190;6.33;39.778.137.783.535.300;15.380.395.989.438.900
"FPO AP 83456""";;;;
6.460.319.151.685.690;5.702.489.232.687.950;3.03;3.367.390.405.836.560;8.155.937.638.087.120
Curtistown;;;;
699.939.633.224.381;7.281.330.177.563.880;5.2;39.898.300.808.033.000;1.391.159.433.681.260
Taylorport;;;;
6.236.745.239.853.160;6.045.984.022.177.640;2.1;23.533.224.461.237.900;727.366.947.448.545
West Joshuastad;;;;
62.654.359.483.247.300;6.850.385.845.950.110;4.24;367.185.123.127.686;10.534.848.692.001.900
West Corey;;;;
708.422.172.001.554;6.947.640.453.571.390;3.14;429.874.793.261.357;15.199.284.853.517.100
West John;;;;
64.975.883.687.602.300;6.584.406.172.359.630;2.27;37.088.816.218.389.200;918.533.616.385.498
Shermantown;;;;
722.000.410.450.013;7.159.312.421.558.190;3.17;424.854.425.613.421;15.238.017.483.130.000
Maynardport;;;;
62.524.556.359.681.600;76.015.117.180.928.000;5.06;19.113.168.751.943.000;10.200.417.474.392.400
Feliciaport;;;;
6.837.738.138.276.850;5.744.059.838.138.960;2.33;336.415.608.437.773;9.017.526.804.515.440
Mitchellville;;;;
6.119.447.959.106.210;7.091.023.790.764.960;4.07;28.667.140.510.181.700;3.694.333.549.647.920
"FPO AE 62010""";;;;
6.914.721.857.560.800;6.973.520.293.993.000;4.06;42.892.703.252.836.200;13.180.580.633.455.600
Davisview;;;;
6.159.293.770.114.210;6.805.077.942.937.460;2.02;2.301.196.421.832.430;10.609.667.414.057.300
West Keith;;;;
7.248.749.424.145.660;6.495.059.664.690.330;2.34;4.486.538.181.762.910;158.461.557.383.898
Porterfort;;;;
62.949.673.953.804.300;786.002.676.930.514;5.36;3.037.306.097.128.520;8.143.784.821.120.470
East Williamhaven;;;;
7.860.518.989.268.260;7.091.689.113.836.620;6.49;1.849.305.833.141.650;1.536.208.366.135.110
Lake Norma;;;;
5.556.504.311.802.840;7.761.780.241.693.560;4.38;3.568.046.768.098.530;13.882.092.192.993.200
South Patty;;;;
55.845.546.157.116.000;6.515.683.338.416.170;2.38;43.790.665.368.626.900;9.199.630.085.832.870
West Elizabeth;;;;
8.902.680.941.910.250;7.811.778.751.436.480;5.4;3.803.955.056.525.790;1.978.629.875.232.520
West Sherry;;;;
7.633.866.814.113.020;7.350.285.077.388.250;3.18;5.062.020.732.071.320;19.287.287.915.559.300
New John;;;;
53.547.018.019.691.800;8.243.485.302.811.140;3.14;57.979.856.197.420.900;152.095.699.733.294
West Vincent;;;;
7.481.269.859.218.230;6.544.756.878.263.740;3.18;45.471.806.997.072.900;14.142.597.753.582.900
Lisaside;;;;
6.340.769.779.607.310;63.387.581.148.862.000;4.06;3.639.765.320.459.200;8.264.837.133.251.160
Barnesland;;;;
5.474.373.393.640.210;7.555.095.570.804.440;6.49;2.769.226.876.540.430;10.799.511.554.316.400
South Anna;;;;
8.565.832.927.511.360;5.567.667.216.005.890;2.04;35.204.975.696.753.800;15.459.616.076.584.700
Walkerland;;;;
56.631.895.467.419.600;5.590.037.494.597.020;2.44;5.135.172.128.179.790;13.741.170.672.751.800
Dawsontown;;;;
7.997.855.279.152.790;4.347.851.966.453.290;2.14;27.897.165.697.767.600;9.578.060.026.795.010
Port Cheryl;;;;
6.984.026.899.738.120;8.291.286.243.984.120;4.21;27.895.530.686.955.400;10.965.433.060.608.900
South Mary;;;;
8.698.576.434.303.320;7.349.362.924.471.010;3.29;25.788.672.357.710.900;1.412.806.285.764.950
South Tonymouth;;;;
7.452.117.812.746.150;7.542.399.502.132.690;4.39;3.853.383.979.167.190;15.279.618.348.630.900
"FPO AP 54510-2694""";;;;
585.686.284.597.205;7.655.534.462.289.640;5.25;4.406.708.736.368.200;13.400.746.529.811.800
Cainport;;;;
6.771.281.276.914.550;6.021.413.187.842.430;3.23;16.561.192.222.482.300;8.808.510.551.992.010
Hollyport;;;;
742.806.996.015.845;5.652.291.126.045.950;4.16;2.611.526.041.454.770;13.244.704.414.750.000
Johnsonmouth;;;;
5.600.002.192.300.990;6.334.296.043.010.910;3.16;4.100.698.371.075.210;10.345.398.306.178.900
New Anthony;;;;
7.298.064.967.426.670;61.384.566.611.713.000;4.38;37.786.056.928.315.600;1.079.000.316.267.430
Port Patrick;;;;
7.060.225.967.010.410;55.392.865.192.031.800;4.06;3.559.422.417.611.310;8.830.218.963.767.650
Loriton;;;;
6.059.567.696.342.680;7.937.850.728.020.510;4.02;47.991.902.502.782.200;14.348.359.531.418.500
Lake Carolineview;;;;
55.317.203.899.125.200;7.145.445.356.134.350;4.4;423.178.952.922.528;6.707.346.739.512.900
South Kennethberg;;;;
6.620.881.993.201.470;8.114.001.385.527.750;3.25;4.034.657.892.235.000;12.289.782.329.648.500
West Karenborough;;;;
658.276.722.446.651;7.112.154.126.672.050;6.46;31.304.306.698.794.500;12.100.467.408.283.000
New Destinymouth;;;;
8.226.437.267.772.670;8.106.417.159.937.160;5.05;34.066.609.045.555.300;14.469.788.599.043.800
Amandaborough;;;;
9.303.254.170.161.800;6.220.987.362.186.270;3.37;3.562.138.270.741.030;18.721.915.481.572.800
"DPO AA 20751""";;;;
7.012.614.994.577.460;7.550.648.510.863.530;5.26;330.175.860.579.914;12.709.635.632.637.100
South Michael;;;;
6.471.728.750.892.870;7.208.567.965.365.100;3.4;31.860.535.411.681.700;1.145.804.269.286.550
Porterberg;;;;
7.380.490.861.793.480;76.172.606.421.296.100;4.25;40.877.189.120.199.000;1.574.211.648.913.060
Cooperside;;;;
6.746.599.561.545.310;73.916.397.199.885.400;6.19;22.714.469.058.619.200;863.448.392.442.468
South Robert;;;;
7.840.111.456.887.830;6.426.440.694.209.800;2.23;47.727.607.326.393.600;18.055.023.400.291.600
Johnsonburgh;;;;
57.077.229.338.602.200;65.404.844.509.703.000;4.06;5.511.458.164.758.470;13.126.372.877.509.400
Gomezton;;;;
5.975.611.459.996.580;6.354.214.252.387.960;3.36;33.516.790.689.171.600;6.972.123.669.253.000
East Taylor;;;;
6.021.419.446.184.040;7.493.603.631.747.090;3.01;3.925.276.381.246.370;14.753.495.520.184.000
Port Stephaniestad;;;;
7.051.321.223.938.580;7.199.156.190.281.390;5.02;3.927.577.529.473.860;13.837.839.118.326.500
Conradmouth;;;;
7.279.127.053.599.430;5.441.100.447.331.550;2.11;4.447.633.709.942.600;1.166.602.407.817.110
Haysfurt;;;;
603.575.450.298.228;4.290.193.826.454.370;2.33;36.198.440.990.631.900;9.347.440.334.904.650
Knightton;;;;
7.231.009.547.626.070;7.624.824.352.366.250;5.16;37.736.857.166.801.700;1.625.166.648.489.520
West Sarahland;;;;
7.454.796.559.235.380;69.900.461.102.865.700;2.2;4.817.505.026.892.820;12.689.647.954.015.400
Wuberg;;;;
8.973.052.362.590.480;9.044.253.195.107.990;6.07;23.059.654.250.947.100;17.927.534.995.637.800
East Davidshire;;;;
5.986.163.218.545.980;6.262.020.744.109.170;2.12;45.919.176.414.466.900;14.343.238.251.566.600
Simpsonton;;;;
8.013.433.862.225.630;7.197.980.571.027.610;3.19;4.375.117.933.289.520;1.532.644.849.272.380
Port Bradley;;;;
5.819.803.231.197.370;5.596.535.836.964.150;4.4;1.422.693.802.013.200;42.012.299.953.232.000
"DPO AE 61896""";;;;
7.178.401.623.646.140;6.695.281.011.217.090;4.26;1.555.428.418.247.740;8.251.783.506.050.240
North Taylor;;;;
6.744.932.909.386.170;6.341.483.733.227.120;4.37;2.974.836.727.159.210;1.112.294.776.465.660
Williamfurt;;;;
7.790.618.518.155.020;9.458.466.362.884.170;3.08;31.399.756.829.589.900;1.639.099.377.623.700
South Tanya;;;;
7.102.073.745.967.780;8.994.340.536.332.780;6.09;36.788.486.108.222.300;11.628.545.519.412.700
Davidmouth;;;;
54.474.576.296.501.400;74.590.296.424.602.400;4.47;21.409.354.747.640.600;8.032.701.278.367.850
New Patricia;;;;
5.349.477.376.534.210;8.167.257.906.384.910;4.1;4.153.050.954.954.790;11.034.857.072.640.800
New Keithview;;;;
60.883.536.886.956.000;6.408.818.529.755.400;2.37;31.135.056.780.778.400;10.059.467.673.244.300
Grayhaven;;;;
63.022.787.909.246.300;5.481.830.335.418.860;2.37;3.358.268.524.562.010;904.789.612.244.018
West Adrianafurt;;;;
7.751.459.354.381.200;68.127.971.555.231;2.33;3.082.080.776.817.530;9.850.593.058.065.880
"FPO AP 44353-3930""";;;;
8.053.752.483.651.610;584.742.299.652.075;2.4;3.187.217.941.380.320;14.306.416.323.658.300
"APO AA 12455""";;;;
7.547.075.994.571.570;8.073.235.751.790.890;6.48;17.780.962.171.759.700;11.474.429.517.715.000
"FPO AP 82345""";;;;
5.778.205.702.843.050;9.067.015.091.223.590;4.21;3.762.597.415.439.460;104.681.806.975.883
Lake Wesley;;;;
7.132.771.760.838.270;8.451.354.902.774.460;6.39;4.263.477.173.088.370;1.501.303.964.140.750
East Ralph;;;;
6.605.718.198.514.070;7.741.792.787.928.030;6.33;31.824.593.153.938.200;8.028.461.222.953.700
"FPO AP 49349""";;;;
6.034.599.131.613.710;7.695.977.025.935.870;6.0;3.265.433.584.342.460;10.050.898.939.753.300
South Leah;;;;
62.816.878.371.637.600;7.066.190.381.399.270;3.11;55.887.698.745.673.100;12.881.991.527.291.700
Markport;;;;
7.818.219.723.424.150;7.864.482.284.092.330;5.17;3.425.356.939.315.640;13.641.949.398.179.300
"DPO AA 89743-2623""";;;;
59.556.310.655.762.300;59.946.920.176.459.600;3.2;3.760.438.120.132.260;7.368.974.095.371.910
New Ashley;;;;
8.920.908.410.317.080;74.332.117.067.417.100;3.14;4.779.852.086.691.440;15.921.755.124.622.600
Port Christy;;;;
61.753.191.584.204.800;7.586.326.003.886.490;4.07;3.999.300.631.662.190;1.169.050.984.825.390
Johnstonton;;;;
6.258.711.978.314.110;8.409.296.295.028.740;3.21;3.834.536.060.920.410;12.276.597.722.645.000
Johnton;;;;
6.294.642.009.887.140;6.973.450.286.358.420;2.3;4.231.208.201.543.180;12.614.914.253.835.700
Bradbury;;;;
6.868.108.126.328.000;6.009.883.203.686.080;4.0;4.427.943.030.908.550;12.389.291.100.683.300
Fryshire;;;;
6.416.885.883.611.780;7.536.445.203.735.920;3.46;2.003.817.183.045.700;1.031.121.814.457.240
West Alanside;;;;
7.984.392.058.003.830;7.434.332.176.213.570;3.07;4.590.257.154.960.990;15.718.482.312.462.500
Wallacestad;;;;
60.390.502.855.386.200;8.368.912.846.262.960;6.27;3.792.172.058.611.440;12.239.152.526.177.500
West Sarah;;;;
6.639.744.098.654.890;6.254.684.423.150.140;4.26;5.050.404.782.373.790;9.060.113.853.235.610
West Brandonton;;;;
63.057.694.615.357.500;76.000.798.607.254.400;3.1;4.331.545.003.875.360;13.659.450.827.829.900
Lake Joseph;;;;
7.504.525.020.504.910;856.358.445.270.126;4.35;2.549.231.740.736.430;11.521.459.120.119.000
Lake Williamview;;;;
7.125.479.956.536.970;7.575.107.074.361.730;5.43;3.891.645.116.220.960;1.455.737.134.904.120
Sarahmouth;;;;
8.044.021.717.179.120;8.065.218.842.629.060;3.1;31.114.729.197.046.100;15.378.648.820.073.900
Lake Richard;;;;
5.981.078.327.813.870;772.812.700.656.971;5.19;14.452.920.996.245.100;975.913.105.149.714
New Juanborough;;;;
8.224.109.953.333.730;6.137.134.572.185.100;2.32;10.951.342.173.753.100;14.015.609.170.354.600
East Nancytown;;;;
7.095.186.811.730.610;6.543.319.113.016.170;3.25;3.845.534.522.223.690;8.658.166.759.261.260
New Yolanda;;;;
